City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Iracoubo,GF,5.4802,-53.2011,76.35,91,100,8.43,overcast clouds
469,Crewe,GB,53.0979,-2.4416,55.53,95,100,4.0,overcast clouds
470,Bilma,NE,18.6853,12.9164,91.29,12,64,8.03,broken clouds
471,Dahuk,IQ,36.8695,42.994,54.48,70,71,6.13,broken clouds
472,Tazovskiy,RU,67.4667,78.7,7.88,100,90,9.17,overcast clouds
473,Senanga,ZM,-16.1167,23.2667,68.0,54,79,4.45,broken clouds
474,Jilib,SO,0.4883,42.7854,75.31,95,94,6.76,light rain
475,Soyo,AO,-6.1349,12.3689,77.63,92,44,3.13,light rain
476,Lerwick,GB,60.1545,-1.1494,46.4,71,17,12.21,few clouds
477,Lisakovsk,KZ,52.5369,62.4936,36.81,42,1,7.92,clear sky
478,Dombarovskiy,RU,50.7587,59.5386,39.7,42,77,11.18,broken clouds
479,Waw,SS,7.7029,27.9953,80.2,59,92,4.36,overcast clouds
480,Touros,BR,-5.1989,-35.4608,77.74,90,72,11.74,broken clouds
481,Riohacha,CO,11.5444,-72.9072,82.51,83,75,5.75,broken clouds
482,Kumluca,TR,36.3703,30.2869,63.05,52,29,3.69,scattered clouds
483,Yenagoa,NG,4.9247,6.2642,75.65,90,100,2.55,overcast clouds
484,Mwinilunga,ZM,-11.7358,24.4293,65.14,69,93,3.4,overcast clouds
485,Port Hawkesbury,CA,45.6169,-61.3485,41.18,76,100,10.36,overcast clouds
486,Durban,ZA,-29.8579,31.0292,67.01,86,0,4.65,clear sky
487,Kigorobya,UG,1.6162,31.3089,65.84,85,82,7.58,broken clouds
488,Lugazi,UG,0.3772,32.9197,65.48,94,91,2.68,light rain
489,Imbituba,BR,-28.24,-48.6703,62.04,78,42,4.68,scattered clouds
490,Monrovia,LR,6.3005,-10.7969,80.28,84,100,10.02,light rain
491,Conceicao Da Barra,BR,-18.5933,-39.7322,75.04,85,85,9.66,overcast clouds
492,Araguaina,BR,-7.1911,-48.2072,79.16,71,58,1.81,broken clouds
493,Karema,TZ,-6.8205,30.4389,70.11,79,39,5.7,scattered clouds
494,Port-Cartier,CA,50.0334,-66.8654,41.11,75,100,8.21,overcast clouds
495,Kortkeros,RU,61.8106,51.5806,42.8,91,100,8.5,overcast clouds
496,Tonj,SS,7.2737,28.6822,76.24,75,84,5.01,light rain
497,Alta Gracia,AR,-31.6529,-64.4283,65.37,40,99,3.06,overcast clouds
498,Batticaloa,LK,7.7102,81.6924,81.43,82,94,5.35,overcast clouds
499,Duzce,TR,40.8389,31.1639,48.6,96,61,1.3,broken clouds
500,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,66.7,47,0,4.5,clear sky
501,Kikwit,CD,-5.041,18.8162,74.95,73,100,1.92,overcast clouds
502,Vargem Grande,BR,-3.5431,-43.9158,76.01,93,93,2.08,moderate rain
503,Matagami,CA,49.7502,-77.6328,44.71,31,0,4.61,clear sky
504,Syracuse,IT,37.0881,15.2792,58.37,81,1,11.99,clear sky
505,Zadar,HR,44.1197,15.2422,56.01,94,40,2.3,scattered clouds
506,Morondava,MG,-20.2833,44.2833,75.58,78,87,5.77,overcast clouds
507,Grand Baie,MU,-20.0182,57.5802,73.87,69,68,18.81,broken clouds
508,Walvis Bay,NA,-22.9575,14.5053,57.09,70,0,15.32,clear sky
509,Barra Do Garcas,BR,-15.89,-52.2567,75.61,59,0,3.31,clear sky
510,Khangah Dogran,PK,31.8317,73.6231,81.63,30,0,6.8,clear sky
511,Antofagasta,CL,-23.65,-70.4,61.88,87,92,4.56,overcast clouds
512,Ponta Pora,BR,-22.5361,-55.7256,60.82,82,9,6.06,clear sky
513,Werda,BW,-25.2667,23.2833,63.64,34,1,5.48,clear sky
514,Oparino,RU,59.8518,48.2783,39.2,80,98,8.3,overcast clouds
515,Aasiaat,GL,68.7098,-52.8699,19.2,93,15,7.31,few clouds
516,Synya,RU,65.3718,58.0387,25.84,78,81,8.72,broken clouds
517,Sisimiut,GL,66.9395,-53.6735,28.67,67,7,6.04,clear sky
518,Gryazi,RU,52.4966,39.9359,41.92,66,8,6.06,clear sky
519,Siguiri,GN,11.6667,-9.5,89.53,27,51,3.94,broken clouds
520,San Luis,AR,-33.295,-66.3356,58.82,45,1,7.83,clear sky
521,Sarakhs,IR,36.5449,61.1577,73.74,53,72,4.36,broken clouds
522,Pinega,RU,64.7001,43.3936,35.58,95,74,6.2,broken clouds
523,Hualmay,PE,-11.0964,-77.6139,66.18,84,7,10.33,clear sky
524,Tel Aviv-Yafo,IL,32.0805,34.7805,60.98,79,0,5.75,clear sky
525,Bodden Town,KY,19.2833,-81.25,87.01,65,20,8.05,few clouds
526,Corralillo,CU,22.9819,-80.5856,81.66,63,2,10.8,light rain
527,Helsinki,FI,60.1695,24.9355,44.38,90,20,6.91,few clouds
528,Syasstroy,RU,60.1367,32.5691,42.87,97,26,8.99,scattered clouds
529,Kolosovka,RU,56.4678,73.611,32.23,60,57,18.72,broken clouds
530,Siavonga,ZM,-16.5382,28.7088,71.13,66,53,3.62,broken clouds
531,Alghero,IT,40.5589,8.3181,60.89,88,40,13.8,scattered clouds
532,Ugoofaaru,MV,5.6667,73.0,84.29,74,33,10.85,scattered clouds
533,Rafsanjan,IR,30.4067,55.9939,70.81,28,52,7.11,broken clouds
534,Hawalli,KW,29.2833,47.9972,84.56,40,0,13.8,clear sky
535,Pedro Betancourt,CU,22.7272,-81.29,84.74,54,46,5.21,light rain
536,Lasa,IT,46.6166,10.7002,54.48,97,99,3.76,overcast clouds
537,Oranjemund,NA,-28.55,16.4333,56.98,95,81,7.23,broken clouds
538,Guanica,PR,17.9716,-66.908,82.51,77,61,7.4,broken clouds
539,Anderson,US,34.5334,-82.6499,80.58,41,75,24.16,broken clouds
540,Nuuk,GL,64.1835,-51.7216,32.61,69,20,6.91,few clouds
541,Severnyy,RU,50.677,36.5532,46.44,46,0,4.47,clear sky
542,Baghdad,IQ,33.3406,44.4009,64.31,42,1,0.0,clear sky
543,Lazurne,UA,46.084,32.5295,50.56,72,16,9.71,few clouds
544,Viedma,AR,-40.8135,-62.9967,59.0,58,84,9.89,broken clouds
545,Eyl,SO,7.9803,49.8164,82.31,83,2,12.57,clear sky
546,Aquiraz,BR,-3.9014,-38.3911,80.69,87,93,11.12,overcast clouds
547,Isabela,PH,6.7085,121.9711,75.25,80,72,0.69,broken clouds
548,Popesti,RO,47.2333,22.4167,55.24,78,96,3.15,overcast clouds
549,Nicoya,CR,10.1483,-85.452,82.87,71,85,1.14,overcast clouds
550,Riviere-Au-Renard,CA,48.9957,-64.3971,41.29,65,70,15.35,broken clouds
551,Dabat,ET,12.9842,37.765,62.08,34,62,0.27,broken clouds
552,Samsun,TR,41.25,36.3333,54.48,85,100,14.97,overcast clouds
553,Dakar,SN,14.6937,-17.4441,76.08,88,0,9.22,clear sky
554,Chepareria,KE,1.3077,35.2039,63.07,79,97,3.96,overcast clouds
555,Voyvozh,RU,62.892,54.9635,31.17,76,94,7.85,overcast clouds
556,Tyazhinskiy,RU,56.116,88.524,58.71,46,100,20.11,overcast clouds
557,Semey,KZ,50.4111,80.2275,56.3,35,24,13.58,few clouds
558,Arlit,NE,18.7369,7.3853,94.37,12,100,16.67,overcast clouds
559,Bindura,ZW,-17.3019,31.3306,62.67,71,69,3.4,broken clouds
560,Buraydah,SA,26.326,43.975,75.65,25,0,14.41,clear sky
561,Malanje,AO,-9.5402,16.341,65.48,82,87,1.34,overcast clouds
562,Ypsonas,CY,34.6884,32.9574,67.28,63,0,8.05,clear sky
563,Bowling Green,US,36.9903,-86.4436,66.15,77,40,10.36,scattered clouds
564,Rundu,NA,-17.9333,19.7667,59.94,51,11,3.13,few clouds
565,Puerto Leguizamo,CO,-0.1934,-74.7819,73.56,98,64,2.66,broken clouds
566,Arroyo,ES,41.6096,-4.7969,52.59,66,0,11.5,clear sky
567,Teguise,ES,29.0605,-13.564,62.82,82,20,12.66,few clouds
568,Lawrenceburg,US,38.0373,-84.8966,67.66,87,40,3.44,scattered clouds
569,Sayyan,YE,15.1718,44.3244,62.83,49,1,2.59,clear sky
570,Charlestown,AU,-32.95,151.6667,56.73,69,19,5.99,few clouds
571,Miramar,US,25.9873,-80.2323,92.01,57,75,18.41,broken clouds
572,Progreso,MX,21.2833,-89.6667,98.71,74,25,13.24,scattered clouds
573,Chapleau,CA,47.8405,-83.4034,57.29,15,0,12.66,clear sky
574,Bobovdol,BG,42.3697,23.0172,47.75,83,98,3.47,overcast clouds
575,Kita,ML,13.0349,-9.4895,93.38,15,29,2.75,scattered clouds
576,Nikki,BJ,9.9401,3.2108,78.01,72,100,7.2,overcast clouds
577,Madras,IN,13.0878,80.2785,83.97,82,40,4.61,mist
578,Kismayo,SO,-0.3582,42.5454,78.62,88,100,10.89,moderate rain
579,Ayorou,NE,14.7308,0.9174,95.41,21,98,9.17,overcast clouds
580,Buncrana,IE,55.1333,-7.45,46.22,95,3,3.38,clear sky
581,Gorele,TR,41.0308,39.0031,51.46,96,100,8.88,overcast clouds
582,Spas-Demensk,RU,54.4122,34.0226,42.42,78,98,5.64,overcast clouds
583,Tocopilla,CL,-22.092,-70.1979,64.53,77,31,6.44,scattered clouds
584,Ardesen,TR,41.1911,40.9875,54.41,78,98,1.3,light rain
585,Boundiali,CI,9.5217,-6.4869,84.15,50,77,3.74,broken clouds
586,Cape Coast,GH,5.1053,-1.2466,76.95,82,100,5.7,overcast clouds
587,Wattegama,LK,6.7989,81.4808,76.3,91,100,1.63,overcast clouds
588,Springdale,US,36.1867,-94.1288,65.57,83,100,9.22,overcast clouds
589,Cuenca,EC,-2.8833,-78.9833,59.13,94,75,3.44,broken clouds
590,Pachmarhi,IN,22.4667,78.4333,76.39,27,34,4.32,scattered clouds
591,Jatai,BR,-17.8814,-51.7144,66.16,59,0,4.65,clear sky
592,Urengoy,RU,65.9667,78.3667,13.35,90,100,15.43,overcast clouds
593,Sao Joao Batista,BR,-27.2761,-48.8494,69.62,95,49,1.52,scattered clouds
594,Oksfjord,NO,70.2396,22.3479,44.67,89,100,8.99,light rain
595,San Lawrenz,MT,36.0553,14.204,61.86,87,1,1.99,clear sky
596,Sabana De Torres,CO,7.3915,-73.4957,79.41,92,88,4.47,overcast clouds
597,Shelburne,CA,44.0787,-80.2041,59.79,47,100,11.59,overcast clouds
598,Odweyne,SO,9.4092,45.064,79.29,51,89,6.38,overcast clouds
599,Nyandoma,RU,61.669,40.1991,36.55,92,36,5.99,scattered clouds
600,Gweru,ZW,-19.45,29.8167,55.26,58,12,3.71,few clouds
601,Kulgam,IN,33.65,75.0167,50.74,84,17,1.52,few clouds
602,Arcachon,FR,44.5875,-1.0519,55.72,94,0,6.91,clear sky
603,Colesberg,ZA,-30.72,25.0972,60.75,40,86,4.23,overcast clouds
604,Murgab,TM,37.4966,61.9714,80.47,44,40,6.91,scattered clouds
605,Proddatur,IN,14.7333,78.55,89.17,49,97,2.75,overcast clouds
606,Fort-Shevchenko,KZ,44.5086,50.263,56.52,79,85,27.81,overcast clouds
607,Chapais,CA,49.7834,-74.8492,42.58,53,39,8.68,scattered clouds
608,Edd,ER,13.9297,41.6925,83.46,80,5,5.39,clear sky
609,Saurimo,AO,-9.6608,20.3916,71.31,63,100,1.39,overcast clouds
610,Mahibadhoo,MV,3.7833,72.9667,84.18,75,49,12.01,scattered clouds
611,Ponta Delgada,PT,37.7333,-25.6667,68.5,94,75,12.66,broken clouds
612,Afsin,TR,38.2477,36.914,42.8,76,100,6.04,overcast clouds
613,Ust-Shonosha,RU,61.1531,41.343,38.89,89,35,6.49,scattered clouds
614,Kohat,PK,33.582,71.4493,75.27,32,0,3.78,clear sky
615,Linares,CL,-35.85,-71.6,56.17,67,3,5.06,clear sky
616,Bukama,CD,-9.2,25.85,68.61,81,92,2.01,overcast clouds
617,Arkhangelskoye,RU,55.8549,35.3287,44.1,75,98,6.22,overcast clouds
618,Tabuk,PH,17.4189,121.4443,77.5,79,59,3.85,broken clouds
619,Vilhena,BR,-12.7406,-60.1458,79.02,61,0,6.91,clear sky
620,Rocha,UY,-34.4833,-54.3333,55.89,89,2,1.05,clear sky
621,Praia,CV,14.9215,-23.5087,73.94,73,0,11.5,clear sky
622,Bahar,IR,34.9072,48.4414,51.96,37,17,4.61,few clouds
623,Sangueya,GN,10.7,-14.3667,77.56,70,16,5.53,few clouds
624,Mirnyy,RU,62.5353,113.9611,39.24,44,69,4.0,broken clouds
625,Caraballeda,VE,10.6112,-66.8522,82.36,78,75,6.91,drizzle
626,Kawambwa,ZM,-9.7915,29.0791,64.89,74,95,5.46,overcast clouds
627,Calama,CL,-22.4667,-68.9333,66.69,16,0,12.66,clear sky
628,Sesheke,ZM,-17.4759,24.2968,68.81,51,71,0.67,broken clouds
629,Lannion,FR,48.75,-3.4167,52.14,84,100,7.18,overcast clouds
630,Chabahar,IR,25.2919,60.643,79.12,79,0,2.93,clear sky
631,Asmar,AF,35.0333,71.3581,68.92,42,0,9.33,clear sky
632,San Andres,CO,12.5847,-81.7006,82.42,89,40,6.91,scattered clouds
633,Axim,GH,4.8699,-2.2405,76.26,84,100,4.38,light rain
634,Avezzano,IT,42.0402,13.4388,54.68,80,100,8.01,overcast clouds
635,Krasnoselkup,RU,65.7,82.4667,22.23,86,100,24.4,light snow
636,Kongolo,CD,-5.3833,27.0,70.48,91,100,1.61,overcast clouds
637,Krasnogorskoye,RU,52.2953,86.1979,52.23,63,57,6.76,broken clouds
638,Parrita,CR,9.5201,-84.3225,80.46,81,67,3.98,broken clouds
639,Blagoyevo,RU,63.3667,47.9167,41.52,91,99,8.84,overcast clouds
640,Gimbi,ET,9.1667,35.8333,58.86,82,44,3.8,scattered clouds
641,Ballina,AU,-28.8667,153.5667,66.16,93,100,9.22,overcast clouds
642,Matamba,TZ,-8.9833,33.9667,50.59,79,93,3.65,overcast clouds
643,Nyazepetrovsk,RU,56.0531,59.6028,29.05,83,12,3.56,few clouds
644,Ayagoz,KZ,47.9714,80.4392,54.09,55,2,2.44,clear sky
645,Boende,CD,-0.2167,20.8667,70.05,98,100,1.19,overcast clouds
646,Bousso,TD,10.4795,16.7117,91.83,31,80,5.37,broken clouds
647,Narasimharajapura,IN,13.6167,75.5167,72.57,93,100,1.54,overcast clouds
648,Abay,KZ,49.6311,72.8539,44.98,46,88,16.69,overcast clouds
649,Awbari,LY,26.5921,12.7805,76.69,17,88,11.5,overcast clouds
650,Roros,NO,62.5747,11.3842,37.24,93,75,13.8,broken clouds
651,Uzhur,RU,55.3036,89.8339,51.12,51,99,9.73,overcast clouds
652,Sinnai,IT,39.3042,9.2036,61.25,83,75,5.75,broken clouds
653,Uddevalla,SE,58.3478,11.9424,52.99,95,100,8.99,moderate rain
654,Ambilobe,MG,-13.2,49.05,70.92,88,2,3.47,clear sky
655,Cabedelo,BR,-6.9811,-34.8339,79.47,84,27,12.93,heavy intensity rain
656,Paidha,UG,2.4167,30.9855,62.22,88,76,5.23,light rain
657,Nohar,IN,29.1833,74.7667,84.24,24,0,4.27,clear sky
658,Cheremushskiy,RU,61.2731,47.2636,41.14,81,93,8.55,overcast clouds
659,Soure,BR,-0.7167,-48.5233,78.76,86,94,10.83,heavy intensity rain
660,Saint Simons,US,31.1352,-81.3901,84.24,57,0,14.97,clear sky
661,Virginia Beach,US,36.8529,-75.978,71.02,92,100,12.66,thunderstorm
662,Havoysund,NO,70.9963,24.6622,39.43,90,100,9.42,overcast clouds
663,Yalta,UA,44.5,34.1667,50.5,76,98,9.64,overcast clouds
664,Traverse City,US,44.7631,-85.6206,66.4,26,75,18.41,broken clouds
665,Diebougou,BF,10.9667,-3.25,89.83,44,93,9.33,overcast clouds
666,Bobingen,DE,48.2667,10.8333,52.99,92,100,3.44,overcast clouds
667,Corn Island,NI,12.1694,-83.0418,81.45,80,68,8.81,broken clouds
668,Sandy Bay,AU,-42.913,147.3532,51.69,86,75,11.5,broken clouds
669,Kabalo,CD,-6.05,26.9167,70.21,93,100,2.98,light rain
670,Sidi Ali,DZ,36.0998,0.4206,59.34,67,0,2.55,clear sky
671,Nekhayevskiy,RU,50.4106,41.7561,39.6,61,11,3.4,few clouds
672,Baeza,ES,37.9938,-3.471,62.58,37,2,3.42,clear sky
673,Paranaiba,BR,-19.6772,-51.1908,66.7,48,0,7.09,clear sky
674,Requena,ES,39.4883,-1.1004,52.52,67,0,6.62,clear sky
675,Gravdal,NO,68.1214,13.5031,40.69,81,57,44.78,broken clouds
676,Amos,CA,48.5669,-78.1162,53.19,34,0,7.72,clear sky
677,Kembe,CF,4.6228,21.8865,68.68,99,98,1.45,heavy intensity rain
678,Xuddur,SO,4.1213,43.8894,74.77,81,45,14.32,scattered clouds
679,Kanye,BW,-24.9667,25.3327,56.71,46,5,2.71,clear sky
680,Kajaani,FI,64.2273,27.7285,48.25,43,0,6.91,clear sky
681,Khor,RU,47.8861,134.9464,47.64,54,91,4.68,overcast clouds
682,Kirkland Lake,CA,48.1446,-80.0377,50.29,25,0,6.89,clear sky
683,General Roca,AR,-39.0333,-67.5833,59.63,34,73,7.49,broken clouds
684,Muli,MV,2.9167,73.5667,83.7,77,50,14.18,scattered clouds
685,San Miguel,SV,13.4833,-88.1833,81.73,79,92,4.14,overcast clouds
686,Izberbash,RU,42.5696,47.8645,51.85,88,100,12.48,light rain
687,Monte Carmelo,BR,-18.7247,-47.4986,70.21,62,3,6.69,clear sky
688,Havelock,US,34.8791,-76.9013,80.56,79,40,17.27,scattered clouds
689,Groningen,NL,53.25,6.75,55.17,82,78,4.88,broken clouds
690,Dudinka,RU,69.4058,86.1778,1.6,100,99,4.16,overcast clouds
691,San Cristobal,VE,7.7669,-72.225,68.18,97,86,3.15,overcast clouds
692,Sopo,CO,4.9075,-73.9384,59.02,95,94,2.04,overcast clouds
693,Moose Factory,CA,51.2585,-80.6094,33.8,74,0,11.5,clear sky
694,Manaure,CO,11.7751,-72.4445,80.94,79,100,4.61,overcast clouds
695,Energetik,RU,51.7445,58.7934,37.06,46,0,10.6,clear sky
696,Muisne,EC,0.6,-80.0333,78.57,77,32,6.82,scattered clouds
697,Panaba,MX,21.2833,-88.2667,94.37,38,56,15.86,broken clouds
698,Gazojak,TM,41.1875,61.4036,79.66,30,96,9.71,overcast clouds
699,Kalabo,ZM,-14.97,22.6814,65.35,61,62,5.3,broken clouds
700,Novaya Ladoga,RU,60.1025,32.3019,43.23,97,24,8.59,few clouds
701,Trincomalee,LK,8.5711,81.2335,80.55,84,85,9.57,overcast clouds
702,Bocas Del Toro,PA,9.3333,-82.25,81.41,75,96,2.13,overcast clouds
703,Kungsbacka,SE,57.4872,12.0761,54.18,85,100,14.0,light rain
